     <bin>     <x>       <Pt>      <z>        <Q2>     <y>     <Yield>   <Astat>
     1428     0.000     0.000     0.000     0.000     0.000        0     0.000
     1429     0.000     0.000     0.000     0.000     0.000        0     0.000
     1430     0.000     0.000     0.000     0.000     0.000        0     0.000
     1431     0.000     0.000     0.000     0.000     0.000        0     0.000
     1432     0.000     0.000     0.000     0.000     0.000        0     0.000
     1433     0.000     0.000     0.000     0.000     0.000        0     0.000
     1434     0.000     0.000     0.000     0.000     0.000        0     0.000
     1435     0.000     0.000     0.000     0.000     0.000        0     0.000
     1436     0.000     0.000     0.000     0.000     0.000        0     0.000
     1437     0.000     0.000     0.000     0.000     0.000        0     0.000
     1438     0.000     0.000     0.000     0.000     0.000        0     0.000
     1439     0.000     0.000     0.000     0.000     0.000        0     0.000
     1440     0.000     0.000     0.000     0.000     0.000        0     0.000
     1441     0.000     0.000     0.000     0.000     0.000        0     0.000
     1442     0.000     0.000     0.000     0.000     0.000        0     0.000
     1443     0.000     0.000     0.000     0.000     0.000        0     0.000
     1444     0.000     0.000     0.000     0.000     0.000        0     0.000
     1445     0.000     0.000     0.000     0.000     0.000        0     0.000
     1446     0.000     0.000     0.000     0.000     0.000        0     0.000
     1447     0.000     0.000     0.000     0.000     0.000        0     0.000
     1448     0.000     0.000     0.000     0.000     0.000        0     0.000
     1449     0.000     0.000     0.000     0.000     0.000        0     0.000
     1450     0.000     0.000     0.000     0.000     0.000        0     0.000
     1451     0.000     0.000     0.000     0.000     0.000        0     0.000
     1452     0.000     0.000     0.000     0.000     0.000        0     0.000
     1453     0.000     0.000     0.000     0.000     0.000        0     0.000
     1454     0.000     0.000     0.000     0.000     0.000        0     0.000
